id,user_id,token,created_at
74088,cad57322-c17b-47fa-852d-68856f209185,fcm_token_2259c96c-5807-4476-a33d-82f69abac8d4,2025-12-04T20:21:07.406958
16096,c456401b-b731-4997-9f1a-7ce3ba93da19,fcm_token_ab631145-68b7-4041-8c4e-9b0b18b809cc,2025-12-04T20:21:07.406973
12118,ec32d1bb-4284-4e58-8579-96d0b0b31949,fcm_token_c63ace42-1656-4157-94c1-e0a43ba7404a,2025-12-04T20:21:07.406986
5975,c4d4e0c2-bc84-4dc5-af54-bdd75708d0d0,fcm_token_0502576f-fba2-4d8c-b59a-e9078f8e3e66,2025-12-04T20:21:07.406997
61001,6ab002ac-655d-417f-9700-4608012a9ab9,fcm_token_bd3916b3-9f97-49c6-b46c-c6f44ffc9eda,2025-12-04T20:21:07.407012
22251,efb380a0-1504-4a93-bb94-375a0f539036,fcm_token_bced771a-0c88-43a6-afe8-2b9453254257,2025-12-04T20:21:07.407024
62637,1f341016-472d-44e8-9f59-8634a9f11e05,fcm_token_c650fcb5-250d-4497-84a3-be39eefb534a,2025-12-04T20:21:07.407035
69712,c92afb8a-db15-4907-9987-122255dc9c64,fcm_token_9df94239-8f7d-4f9a-8db7-5c09a34eff4e,2025-12-04T20:21:07.407046
35779,965f8b3b-24da-485f-b389-eec9c1ed7b3e,fcm_token_3178a8f2-f89c-4693-9fe6-e9efe2caf662,2025-12-04T20:21:07.407057
39251,104dbb8a-b76d-444d-9691-95cb761ec0a4,fcm_token_e20a9775-3caf-428e-b743-d01b9a40cc29,2025-12-04T20:21:07.407068
39180,80144e07-88bd-463f-9ce1-010603f9d688,fcm_token_78b57e55-8736-49f3-ab16-413af95f4452,2025-12-04T20:21:07.407079
88218,e6ac37fc-4408-46e1-8579-6f5b53bea713,fcm_token_03c75875-b503-47cc-bd37-d75b5cb1c7a0,2025-12-04T20:21:07.407091
33851,0145abd3-134b-4338-8fa3-6cde9157156e,fcm_token_eb476e3f-fd81-4736-8d39-1711da292549,2025-12-04T20:21:07.407102
89681,71f4470c-50b9-4fe4-bfc0-9fa924b9cb21,fcm_token_f83c2e42-783b-437a-9a45-16faf3030cb6,2025-12-04T20:21:07.407114
89333,dcae9cfd-e934-4866-a74c-6bc864ce7ee9,fcm_token_d04513c3-50e3-41ab-ae2f-c42d7728f53f,2025-12-04T20:21:07.407126
53117,88ca0bb9-a857-4a30-84eb-2d1b3fde0d37,fcm_token_1e3ec508-04a6-4624-8527-6f1f04bad163,2025-12-04T20:21:07.407137
78195,c7290797-f221-4352-ae28-db57e19f9f8f,fcm_token_cd868ac8-deeb-4b43-bd65-594fcab0a9cf,2025-12-04T20:21:07.407148
52322,ee9111ad-f6b4-4ef4-912d-b46906aa6cbf,fcm_token_ced16b05-8fae-4858-9d9d-9e212609fbb6,2025-12-04T20:21:07.407159
23721,ed3df7e0-2aff-4165-a75e-25f9246ef5ca,fcm_token_b3fb7207-4d4c-49e5-ac15-95b72d99770e,2025-12-04T20:21:07.407170
7196,f5315f61-eab2-488e-a1bc-9a1ba56fa6b8,fcm_token_38919507-b54c-4e2d-80cf-7d164b8669ea,2025-12-04T20:21:07.407181
7120,a680fcab-7c8d-45cf-b0c0-259150833b60,fcm_token_ba6a6c60-45a7-4290-b64d-9756aff8334e,2025-12-04T20:21:07.407220
2036,f8dd0f32-f456-4645-9acd-4071d2fdc058,fcm_token_1c5e564e-5fd2-4d5b-95c8-52a2336b59b2,2025-12-04T20:21:07.407232
30016,6c570cfd-5a26-47c5-b097-108bbfd0642d,fcm_token_3908ab42-f57b-4bb5-ba3b-df0c5ce9e0d5,2025-12-04T20:21:07.407243
34283,f6d2d7a4-fc72-43db-ae9c-6db9b7c698e3,fcm_token_68b03c58-b535-4f56-a3d8-3ebf9f16fa26,2025-12-04T20:21:07.407253
60830,dd954e1f-ea08-470f-8b5e-6467fb676376,fcm_token_21368667-a4c8-481f-bb0e-8ebf0bc52947,2025-12-04T20:21:07.407270
90292,0d4151d4-b72d-44e7-bb8d-91bdd31fd525,fcm_token_ef32369e-0433-4cd1-951f-4034c69e17de,2025-12-04T20:21:07.407281
58916,110a8f06-c95f-40a2-94d4-163823687986,fcm_token_0c50d21f-0ee5-4ee9-a876-dbb0052047d9,2025-12-04T20:21:07.407292
31734,4500d03d-c657-4e74-ae77-3c5ecd825ef9,fcm_token_15c560da-a01b-4f6f-9421-f2924435fd0b,2025-12-04T20:21:07.407303
52338,219a9dda-7cce-40b8-b0dd-834bc22c00ed,fcm_token_bd8e5046-1d83-4835-a5df-fb3038c6a62d,2025-12-04T20:21:07.407314
52132,5fd282ac-fb12-489b-9783-99d5e4c48210,fcm_token_54615cf6-ce4a-45cd-b1ee-9e6bf480a93c,2025-12-04T20:21:07.407324
98729,3ff08c71-361d-4583-a194-b469ac42ba75,fcm_token_4a59725b-7cc7-4875-a01e-51da06e98806,2025-12-04T20:21:07.407336
57919,b9156e78-279c-42bd-b163-485cd80eefee,fcm_token_59445b18-061c-42da-96ea-41372675dc53,2025-12-04T20:21:07.407346
53988,6eb6d893-7759-4238-96e9-d664b6a5ea5b,fcm_token_6c88adde-db7d-4e58-807c-ce46adcfdaeb,2025-12-04T20:21:07.407362
47487,9c29bab1-66c2-4106-bf06-e42d17b681a3,fcm_token_b86cf6ee-ca69-4696-b757-be680158b2af,2025-12-04T20:21:07.407373
7528,6a16df4a-097f-4807-b312-a6a15ef05ee5,fcm_token_90b8f542-3ebc-4f2a-913c-32b349d0faa7,2025-12-04T20:21:07.407384
98246,3a5da8b3-1c93-4d45-8b25-5f5fbd589331,fcm_token_5d0e57fb-0af4-43b5-9aee-58c9b5b8af16,2025-12-04T20:21:07.407396
7711,5d7f6ca7-ac49-4c5d-9dc1-174ef062b2f6,fcm_token_8b3157b2-99b2-4dd6-ac6e-9685e8d4e4eb,2025-12-04T20:21:07.407407
63766,6084bf2d-631a-488e-96be-a3f4fbd23c32,fcm_token_334e91b5-d0df-43ed-9998-f034c40889fe,2025-12-04T20:21:07.407418
39760,ad94834e-d771-4983-af7e-f3c677c07a22,fcm_token_993ca1f9-9f13-4a6d-8438-d63cca3f4db7,2025-12-04T20:21:07.407429
41906,2f223309-d4bc-4f5f-8c0a-5beeb1310350,fcm_token_1d5755a5-dffa-49be-b673-fc69038e0296,2025-12-04T20:21:07.407440
5635,20aeb74d-fd5b-4a17-bc4b-dfd072de8eec,fcm_token_67de5ba4-2630-4795-9491-ac325fd0b414,2025-12-04T20:21:07.407451
11956,05f0a64c-48ea-4fdf-8d76-e652b00bdbb6,fcm_token_acc68923-04c9-4b85-909c-e6d8214ef156,2025-12-04T20:21:07.407463
44282,51532a3a-fe22-4c5f-9895-18e9508f2e7e,fcm_token_0e3ba5aa-ad22-4005-96b2-57104718b3e6,2025-12-04T20:21:07.407478
56983,3fe33ad3-b74d-4ebd-9d6a-7ce630e08b0c,fcm_token_5cb81cc2-4b42-4867-ad05-82f9fa3dddb1,2025-12-04T20:21:07.407493
29089,79938715-beb3-475d-8d0e-e1d1c1874aad,fcm_token_74f859bb-6c12-48f4-8157-8ac231981466,2025-12-04T20:21:07.407507
56340,681230dd-34a0-47d6-86ad-487c7af0e5ad,fcm_token_df5273f7-f190-4ff1-a397-cf6662555d1d,2025-12-04T20:21:07.407524
44568,762241a4-666b-463f-8e5a-26789010f285,fcm_token_c561e087-b44e-4047-a6a8-ceed26c6f7ce,2025-12-04T20:21:07.407540
53788,78f1ab97-2465-44f3-8c50-79977e194461,fcm_token_dd8453bb-91e9-449d-abb0-2f743718662f,2025-12-04T20:21:07.407557
40601,ab85f27b-c5cc-41cc-976e-7023f44287de,fcm_token_391d4d14-da66-4c92-904b-a1f7144976ba,2025-12-04T20:21:07.407573
1594,73692104-120a-4e57-99cc-0c88b28683fd,fcm_token_be947e25-230b-4347-8d6c-cd49b25ab86a,2025-12-04T20:21:07.407590
78213,914e96a3-81e7-4e61-bd15-e8637902889f,fcm_token_8c0fc036-2e08-4347-9a8b-100571e1b592,2025-12-04T20:21:07.407611
70856,3e7dc17b-be26-4e61-a1f0-af007b9a094e,fcm_token_134d3785-c374-494e-9707-f3cb7faeb3b6,2025-12-04T20:21:07.407630
7961,a6c7eaf2-2fb6-4702-88a4-b6990e56b17c,fcm_token_b4413c29-e9cd-4f23-a3db-5c3b67980c26,2025-12-04T20:21:07.407654
58195,0853d9e3-3904-4bb2-ba0c-e000241f2c22,fcm_token_02c98aa6-b8a4-415b-ac21-2ae01d3879b5,2025-12-04T20:21:07.407674
32871,44a96232-522f-4890-af63-cc5a9cf5f84f,fcm_token_4c749a9e-71aa-4f57-9f93-4357e2829400,2025-12-04T20:21:07.407692
40413,4bf62fae-5bef-40e2-82a8-a327bf2ee4fc,fcm_token_fd2551d3-3463-4fe2-bef6-1cecbcaf968e,2025-12-04T20:21:07.407717
62168,be000ade-2527-4008-a929-31890d9e7e98,fcm_token_d0d4f6e0-3911-4bbe-87c0-5f64b9cd63ee,2025-12-04T20:21:07.407742
34130,2606c3a1-def9-4a63-a9d2-6a53c15238d2,fcm_token_83b8d820-5fd8-4af6-bb12-67425eba3bf4,2025-12-04T20:21:07.407761
83526,0993deaa-0e4d-4f3b-a6d1-b3c02a729274,fcm_token_5f37497a-09f1-4d9c-b0a7-8f3f668126af,2025-12-04T20:21:07.407772
94555,4579d74e-8b4b-4aa2-9e51-2608e0b26a9c,fcm_token_13c65640-8d18-435d-9945-017d8363bd96,2025-12-04T20:21:07.407784
67559,ab1b5de6-4dcc-4462-ba67-8d03488e1922,fcm_token_432208ea-88b5-4ee5-9f33-85fab4c9e77b,2025-12-04T20:21:07.407796
73004,7ddcb1d3-8b54-458c-8d3f-98801081403c,fcm_token_2358606e-4a72-4246-b1f0-ba26f9f728ee,2025-12-04T20:21:07.407806
12499,65b1eb0b-7382-4ecf-b216-044b1aaa9c31,fcm_token_9c437062-acb6-4900-bb0e-175233c12dba,2025-12-04T20:21:07.407817
5640,6e12fe27-ab52-4d33-8cae-28cfe5bb2a84,fcm_token_7ba680c1-42cf-47d7-be11-2e69bf690b17,2025-12-04T20:21:07.407828
32341,808aeb7c-a33b-488a-bfdf-1cd4a202ab87,fcm_token_a2e3d793-87fb-4309-ad92-67648ed2b108,2025-12-04T20:21:07.407839
20502,f721a35d-df72-48d3-8a38-636e7bed9812,fcm_token_82f59629-986d-427a-b55b-d8dce1bb12b0,2025-12-04T20:21:07.407851
69419,5b965c3e-e903-4266-9e63-2ade8aa46f67,fcm_token_eb31b31a-e76d-4d52-9125-ab8a7f9558e2,2025-12-04T20:21:07.407861
78094,1e364a73-640e-493a-92ca-f21179bbdcdc,fcm_token_db16196a-2697-4bb2-aa12-d88b18022eb0,2025-12-04T20:21:07.407872
47799,a408fb96-628c-4742-996e-09c4304e12b5,fcm_token_4f70fe74-bf5c-4e48-aac4-3a2856f426cd,2025-12-04T20:21:07.407884
53368,5310e649-c07a-440d-b08e-ee1026c5e87d,fcm_token_503c5dad-c23f-47ee-a59a-a07e38761f5f,2025-12-04T20:21:07.407894
68333,19c705b6-eeb1-4d45-a5e1-760b17b8095a,fcm_token_475162cc-5977-4b3c-91c4-91a55b81c661,2025-12-04T20:21:07.407906
37892,5a3870e1-5c73-45d4-9040-3c61272e256f,fcm_token_49751ea1-f19b-4bfc-86f6-f9e05ec040a8,2025-12-04T20:21:07.407920
33226,c807ec51-e983-4518-a5da-b27e1a450a98,fcm_token_d324b5c5-04e5-4eab-bb81-3dc61bb5a87b,2025-12-04T20:21:07.407931
28307,b728f949-415f-44a6-a0d5-4de46eba596b,fcm_token_55a61304-9182-4af1-958e-b4ac7693fd71,2025-12-04T20:21:07.407942
56550,58a4c8a6-1560-4e97-95ad-02f7cb88c89c,fcm_token_35634cc4-20fe-467a-9fd9-c6f3840431f1,2025-12-04T20:21:07.407958
36695,7b082aa7-9c51-4ce7-aeec-408bbf735e03,fcm_token_7eb25af2-c18d-4d91-9f28-164d3c2a10a7,2025-12-04T20:21:07.407969
82854,a2cf12b5-ee7f-42bd-84ae-4c5f9e107fe3,fcm_token_620426c0-42dd-40cd-89c3-a12546c8cc9e,2025-12-04T20:21:07.407980
45810,dc1c731e-32fe-487e-bd9a-b9c880d2ff6a,fcm_token_12301584-bd67-474c-9de8-4a77af427939,2025-12-04T20:21:07.407992
5454,bf6ce722-6e8c-408a-b538-1fcf2e46ec6c,fcm_token_6f3bc5df-0e24-4f6b-8fc6-4f2275f3b450,2025-12-04T20:21:07.408004
38701,d5cea275-adbc-4c03-b89f-f03cd50f57bf,fcm_token_94d3b0b9-a0d1-4b22-acc7-2e0933a3bab3,2025-12-04T20:21:07.408014
21167,4b25532d-7408-438a-9842-4dd68a18693d,fcm_token_23aaf060-8fe2-489f-93a3-85ec0e1df3e6,2025-12-04T20:21:07.408025
91599,115aa789-a715-42d2-9304-c15dbb35cca9,fcm_token_6856cea5-09ff-4412-86c9-45ced58c9c4f,2025-12-04T20:21:07.408036
30034,533121c2-6a44-423a-893e-4dc6e0758cc8,fcm_token_f940500d-5014-4b50-80c3-eae304888bc8,2025-12-04T20:21:07.408047
63114,48d300dc-395f-4f6f-be22-81e61ef34f53,fcm_token_f68fd064-12a4-4222-8480-58f5b0f63df4,2025-12-04T20:21:07.408058
23311,64ad78e7-ba98-492f-9cfa-24c3a7ca88a4,fcm_token_b5375f1d-29af-4037-86f0-36fb5f3e8541,2025-12-04T20:21:07.408069
35025,954d115c-26f9-4665-9b71-d2d86b47ea7e,fcm_token_bbd44b47-6d3c-45dc-998c-3fb39c1f69ec,2025-12-04T20:21:07.408080
41258,1de2f458-31e8-49f7-aecf-b8ff4ae4d6c3,fcm_token_9f5c629b-c2b1-4093-95ad-21c90dc994ff,2025-12-04T20:21:07.408091
18479,7c4ca352-833f-40f1-8506-16505234dadf,fcm_token_a5583354-98c3-4ddf-8895-b1c1bb6de5d9,2025-12-04T20:21:07.408107
8237,44906729-3561-47ba-9691-ee02f40bb586,fcm_token_e2eb6088-e149-46fa-ae6b-d99a1220da6d,2025-12-04T20:21:07.408118
96130,ad099607-6b17-4d3f-97d9-3c2cbb94592f,fcm_token_f6fd6573-98a4-4050-81c2-3be5b0b4a4cd,2025-12-04T20:21:07.408131
59871,84d057dd-d676-4aa5-ab2c-44823e0fec2e,fcm_token_9e463931-189a-456b-8f8b-dec7ab3ae141,2025-12-04T20:21:07.408142
41003,50f2790e-7f0e-47f7-b4d5-52b6df479bbd,fcm_token_7f8ed518-1f79-404f-9081-d897742b3b03,2025-12-04T20:21:07.408153
37522,2127a4cc-0213-4f5f-963e-94bbc4ac2e68,fcm_token_a47c5a2c-aaa8-4244-a1d4-a40b0c0bbda9,2025-12-04T20:21:07.408163
12367,3647a860-64bb-49ca-bba2-3dd416e7be60,fcm_token_ca7313ae-b25c-4d61-9c1b-e7de49e02746,2025-12-04T20:21:07.408174
70440,5be7ca5f-55e8-4a63-af04-13d6915a544a,fcm_token_ce361d20-dc93-4d02-b828-4f51cb2db4db,2025-12-04T20:21:07.408211
12387,7bd06a7f-162d-4896-a9e6-d302a91f2241,fcm_token_11fde7c8-82bc-4173-b9a4-5d5692c2ecc0,2025-12-04T20:21:07.408226
21643,73833533-6c91-4593-af0c-b97616b773c5,fcm_token_70a15eb0-e254-4b49-adff-4e67147f45f9,2025-12-04T20:21:07.408238
